age,job,marital,education,default,balance,housing,loan,campaign,pdays,deposit,Date
26,blue-collar,single,primary,no,941,no,no,1,-1,yes,29-jan
40,management,single,tertiary,no,1361,no,no,1,-1,yes,29-jan
33,services,single,tertiary,no,-452,no,no,2,-1,yes,29-jan
49,unemployed,married,primary,no,518,no,no,2,-1,yes,29-jan
60,technician,married,tertiary,no,-71,yes,yes,1,-1,yes,30-jan
41,management,single,secondary,no,3234,yes,no,1,-1,yes,30-jan
36,technician,single,secondary,no,98,no,no,1,-1,yes,30-jan
29,services,single,unknown,no,196,no,no,2,-1,yes,30-jan
42,admin.,divorced,secondary,no,936,no,no,1,-1,yes,30-jan
33,entrepreneur,single,tertiary,no,300,yes,yes,5,-1,yes,30-jan
31,admin.,divorced,secondary,no,217,yes,no,2,-1,yes,30-jan
31,unemployed,single,primary,no,163,no,no,2,2,yes,30-jan
26,services,single,secondary,no,110,no,no,2,-1,yes,30-jan
40,technician,single,tertiary,no,1646,yes,no,1,242,yes,02-feb
45,unemployed,married,secondary,no,2040,no,no,1,-1,yes,02-feb
55,technician,married,secondary,yes,-308,no,no,1,-1,yes,02-feb
29,technician,single,tertiary,no,2325,no,no,1,-1,yes,02-feb
47,management,single,tertiary,no,86,no,no,1,-1,yes,02-feb
50,unemployed,divorced,unknown,no,1088,no,no,1,-1,yes,02-feb
44,unemployed,married,secondary,no,0,yes,no,1,272,yes,02-feb
56,unemployed,married,secondary,no,0,no,no,1,-1,yes,02-feb
39,student,single,tertiary,no,2103,no,no,1,-1,yes,02-feb
59,retired,single,secondary,no,2,no,no,1,-1,yes,02-feb
43,management,divorced,secondary,no,51,no,no,1,-1,yes,02-feb
36,admin.,married,secondary,no,96,no,no,1,-1,yes,02-feb
29,admin.,single,secondary,no,1027,yes,no,1,-1,yes,02-feb
38,management,married,tertiary,no,1308,yes,no,1,-1,yes,02-feb
41,services,divorced,secondary,no,840,yes,no,1,-1,yes,02-feb
58,management,divorced,tertiary,no,5701,no,no,1,-1,yes,02-feb
61,management,married,tertiary,no,6016,no,no,3,-1,yes,02-feb
36,management,married,tertiary,no,630,no,no,1,-1,yes,02-feb
30,self-employed,single,tertiary,no,432,yes,no,1,-1,yes,02-feb
43,admin.,single,secondary,no,-247,yes,yes,2,76,yes,02-feb
39,services,married,secondary,no,52,no,no,3,-1,yes,02-feb
48,blue-collar,single,primary,no,623,yes,no,2,-1,yes,02-feb
26,student,single,secondary,no,0,no,no,2,-1,yes,02-feb
51,technician,married,secondary,no,100,no,no,2,-1,yes,02-feb
37,management,married,tertiary,no,4089,yes,no,2,174,yes,02-feb
29,technician,single,tertiary,no,1669,no,no,1,-1,yes,03-feb
57,admin.,married,secondary,no,169,no,no,1,-1,yes,03-feb
25,admin.,single,secondary,no,483,no,yes,1,-1,yes,03-feb
68,retired,divorced,primary,no,250,no,no,1,-1,yes,03-feb
34,management,married,tertiary,no,0,yes,no,1,-1,yes,03-feb
38,technician,divorced,secondary,no,902,yes,no,1,-1,yes,03-feb
54,technician,divorced,secondary,no,2156,yes,no,1,195,yes,03-feb
32,management,single,tertiary,no,2360,no,no,2,160,yes,03-feb
41,blue-collar,married,primary,no,201,yes,no,1,-1,yes,03-feb
48,technician,single,secondary,no,-92,yes,no,1,-1,yes,03-feb
59,retired,divorced,secondary,no,514,no,no,1,-1,yes,03-feb
39,unemployed,single,secondary,no,-114,yes,no,1,-1,yes,03-feb
31,management,married,tertiary,no,1331,no,no,2,90,yes,03-feb
30,entrepreneur,single,secondary,no,732,no,no,4,-1,yes,03-feb
40,management,married,tertiary,no,1308,no,no,2,-1,yes,03-feb
28,self-employed,married,tertiary,no,0,yes,no,3,196,yes,04-feb
52,management,married,tertiary,no,-970,yes,no,1,-1,yes,04-feb
32,technician,single,tertiary,no,1246,yes,no,2,-1,yes,04-feb
34,management,married,tertiary,no,73,no,no,2,-1,yes,04-feb
31,unemployed,single,primary,no,406,no,no,1,-1,yes,04-feb
57,admin.,married,secondary,no,4391,no,no,1,-1,yes,04-feb
31,self-employed,married,tertiary,no,168,no,no,2,-1,yes,04-feb
29,management,married,tertiary,no,1441,yes,no,2,-1,yes,04-feb
75,retired,divorced,primary,no,3881,yes,no,3,-1,yes,04-feb
32,admin.,single,secondary,no,678,yes,no,1,246,yes,04-feb
31,management,married,tertiary,no,141,yes,no,2,238,yes,04-feb
41,self-employed,single,tertiary,no,-94,yes,no,1,203,yes,04-feb
22,admin.,single,tertiary,no,897,yes,no,4,-1,yes,04-feb
31,unemployed,single,secondary,no,1214,no,no,1,-1,yes,04-feb
69,retired,married,primary,no,324,no,no,4,-1,yes,04-feb
30,self-employed,married,tertiary,no,2666,no,no,1,-1,yes,04-feb
49,blue-collar,divorced,secondary,no,10613,no,yes,1,-1,yes,04-feb
29,management,single,tertiary,no,697,no,no,1,-1,yes,04-feb
43,blue-collar,married,secondary,no,953,yes,no,2,-1,yes,04-feb
28,services,single,primary,no,198,no,no,2,-1,yes,04-feb
56,unemployed,single,primary,no,1110,no,no,2,-1,yes,04-feb
39,admin.,married,secondary,no,130,yes,yes,2,-1,yes,04-feb
33,blue-collar,married,secondary,no,315,no,no,3,-1,yes,04-feb
38,technician,married,tertiary,no,4383,no,no,4,-1,yes,04-feb
30,admin.,single,secondary,no,313,yes,no,2,-1,yes,04-feb
29,technician,married,secondary,no,273,no,no,2,-1,yes,04-feb
69,management,married,tertiary,no,840,no,no,3,-1,yes,05-feb
44,management,married,tertiary,no,309,yes,no,1,-1,yes,05-feb
35,management,single,tertiary,no,2707,no,no,1,-1,yes,05-feb
31,technician,single,tertiary,no,1109,no,no,1,167,yes,05-feb
26,entrepreneur,single,secondary,no,101,yes,no,1,268,yes,05-feb
26,entrepreneur,single,tertiary,no,725,no,no,2,189,yes,05-feb
34,unemployed,married,primary,no,309,no,no,1,-1,yes,05-feb
42,technician,single,secondary,no,541,yes,no,1,-1,yes,05-feb
54,services,married,unknown,no,0,yes,no,2,267,yes,05-feb
53,management,married,tertiary,no,1624,no,no,3,-1,yes,05-feb
54,technician,married,secondary,no,0,no,no,3,-1,yes,05-feb
48,entrepreneur,single,tertiary,no,318,yes,no,4,-1,yes,05-feb
40,unemployed,married,primary,no,1908,yes,no,2,-1,yes,05-feb
28,technician,single,tertiary,no,676,no,no,2,-1,yes,05-feb
34,entrepreneur,married,tertiary,no,1076,yes,no,10,-1,yes,05-feb
34,management,single,tertiary,no,1228,no,no,8,-1,yes,05-feb
32,management,single,tertiary,no,0,no,no,4,-1,yes,05-feb
31,services,single,secondary,no,13,no,yes,2,-1,yes,06-feb
31,management,single,tertiary,no,12857,yes,no,1,92,yes,06-feb
66,technician,married,secondary,no,0,no,no,1,-1,yes,06-feb
37,technician,single,tertiary,no,6101,no,no,1,-1,yes,06-feb
33,management,married,tertiary,no,158,no,no,2,-1,yes,06-feb
50,management,married,tertiary,no,346,no,no,1,-1,yes,06-feb
33,blue-collar,single,secondary,no,697,no,no,2,-1,yes,06-feb
56,management,married,tertiary,no,616,no,no,1,-1,yes,06-feb
26,services,single,tertiary,no,1140,yes,no,2,-1,yes,06-feb
59,retired,divorced,tertiary,no,3444,no,no,2,-1,yes,06-feb
32,blue-collar,married,secondary,no,1879,no,no,8,-1,yes,06-feb
22,student,single,secondary,no,0,no,no,6,-1,yes,06-feb
34,management,married,tertiary,no,0,no,no,3,9,yes,06-feb
39,services,married,tertiary,no,1493,no,no,3,-1,yes,09-feb
28,technician,single,secondary,no,313,no,no,2,-1,yes,09-feb
31,self-employed,single,tertiary,no,1815,no,no,1,-1,yes,09-feb
33,blue-collar,single,tertiary,no,700,no,no,1,88,yes,09-feb
66,retired,married,primary,no,206,no,no,1,-1,yes,09-feb
26,admin.,single,secondary,no,255,no,no,1,-1,yes,09-feb
30,admin.,single,secondary,no,270,no,no,1,-1,yes,09-feb
28,technician,single,tertiary,no,4987,no,no,21,-1,yes,09-feb
29,technician,single,tertiary,no,673,yes,no,3,-1,yes,09-feb
49,services,married,secondary,no,320,no,no,4,-1,yes,09-feb
34,admin.,married,secondary,no,0,yes,no,1,85,yes,10-feb
47,blue-collar,married,secondary,no,292,no,no,1,-1,yes,10-feb
42,technician,married,tertiary,no,757,no,no,1,-1,yes,10-feb
43,management,married,tertiary,no,40,no,no,1,-1,yes,10-feb
61,retired,married,tertiary,no,1257,no,no,1,-1,yes,10-feb
35,technician,single,secondary,no,1693,yes,no,1,-1,yes,10-feb
40,blue-collar,married,secondary,no,5060,no,no,2,93,yes,10-feb
31,management,divorced,tertiary,no,373,no,no,6,-1,yes,10-feb
33,management,married,secondary,no,369,no,no,1,-1,yes,11-feb
69,retired,married,primary,no,2346,no,no,2,-1,yes,11-feb
30,services,single,secondary,no,1599,no,no,2,-1,yes,11-feb
41,technician,married,secondary,no,1066,no,no,3,-1,yes,11-feb
31,management,married,tertiary,no,2603,yes,no,4,-1,yes,11-feb
22,student,single,secondary,no,381,no,no,1,-1,yes,12-feb
37,admin.,married,secondary,no,1314,yes,no,4,210,yes,12-feb
48,management,single,tertiary,no,5689,no,no,1,-1,yes,12-feb
85,retired,married,primary,no,12114,no,no,2,-1,yes,12-feb
72,retired,married,tertiary,no,0,no,no,1,-1,yes,13-feb
46,admin.,divorced,secondary,no,2232,no,no,1,-1,yes,13-feb
26,technician,single,tertiary,no,11862,no,no,1,-1,yes,13-feb
37,technician,married,tertiary,no,127,yes,no,1,-1,yes,13-feb
53,management,divorced,tertiary,no,2152,no,no,3,-1,yes,13-feb
33,management,single,tertiary,no,3552,no,no,2,85,yes,13-feb
90,retired,divorced,secondary,no,1,no,no,3,-1,yes,13-feb
54,admin.,divorced,secondary,no,1872,no,no,5,-1,yes,13-feb
67,retired,married,tertiary,no,1341,no,no,1,-1,yes,13-feb
42,management,divorced,unknown,no,7702,no,no,2,-1,yes,16-feb
71,retired,married,primary,no,4657,no,no,5,-1,yes,16-feb
44,admin.,divorced,secondary,no,397,yes,yes,1,257,yes,16-feb
47,entrepreneur,married,tertiary,no,0,no,no,2,-1,yes,16-feb
44,admin.,married,tertiary,no,348,yes,yes,2,-1,yes,16-feb
37,technician,single,secondary,no,2442,no,no,3,-1,yes,16-feb
37,services,married,secondary,no,1543,yes,no,2,-1,yes,16-feb
28,self-employed,single,tertiary,no,805,no,no,1,-1,yes,16-feb
21,blue-collar,single,secondary,no,2265,no,no,2,-1,yes,17-feb
32,management,single,tertiary,no,312,no,no,2,-1,yes,17-feb
51,technician,married,secondary,no,196,yes,yes,1,-1,yes,17-feb
26,student,single,secondary,no,620,no,no,1,-1,yes,17-feb
74,retired,married,secondary,no,1714,no,no,1,-1,yes,17-feb
65,retired,married,tertiary,no,2416,no,no,2,-1,yes,17-feb
47,technician,married,secondary,no,335,no,no,1,-1,yes,17-feb
38,admin.,married,secondary,no,755,yes,no,1,-1,yes,17-feb
71,retired,married,secondary,no,2850,no,no,1,-1,yes,17-feb
29,services,married,secondary,no,1135,yes,no,1,-1,yes,17-feb
61,retired,married,primary,no,197,no,no,1,-1,yes,17-feb
57,retired,divorced,primary,no,720,no,no,4,-1,yes,17-feb
37,management,married,tertiary,no,5355,no,no,4,-1,yes,17-feb
68,retired,married,secondary,no,445,no,no,1,-1,yes,18-feb
29,management,single,tertiary,no,5359,no,no,1,-1,yes,18-feb
51,entrepreneur,married,primary,no,1443,no,no,10,-1,yes,18-feb
41,technician,divorced,secondary,no,4047,yes,no,1,-1,yes,18-feb
24,student,single,secondary,no,23878,no,no,1,-1,yes,18-feb
24,blue-collar,single,secondary,no,167,no,yes,2,-1,yes,18-feb
59,unemployed,married,secondary,no,1047,no,no,3,-1,yes,18-feb
85,retired,divorced,primary,no,7613,no,no,3,-1,yes,18-feb
51,technician,married,secondary,no,117,no,no,2,-1,yes,18-feb
39,technician,married,secondary,no,2266,no,no,4,-1,yes,18-feb
44,management,married,primary,no,558,no,no,5,-1,yes,19-feb
26,admin.,single,secondary,no,2509,no,no,3,-1,yes,19-feb
48,management,married,tertiary,no,1808,yes,no,1,-1,yes,26-feb
37,technician,single,secondary,no,1130,no,no,1,-1,yes,26-feb
71,retired,married,tertiary,no,653,no,no,1,-1,yes,26-feb
62,housemaid,married,unknown,no,2021,no,no,1,-1,yes,26-feb
26,admin.,single,tertiary,no,313,no,yes,2,-1,yes,26-feb
43,unemployed,single,tertiary,no,983,yes,no,1,-1,yes,26-feb
30,management,single,tertiary,no,5561,yes,no,1,100,yes,27-feb
50,management,married,unknown,no,8345,no,no,1,261,yes,27-feb
25,technician,single,secondary,no,1231,yes,no,5,-1,yes,27-feb
25,admin.,single,tertiary,no,3730,yes,no,1,-1,yes,27-feb
31,management,single,tertiary,no,924,no,no,1,-1,yes,27-feb
28,technician,single,tertiary,no,2489,yes,no,2,-1,yes,27-feb
66,retired,married,secondary,no,995,no,no,2,-1,yes,27-feb
41,management,married,secondary,no,280,yes,no,2,-1,yes,27-feb
46,technician,married,secondary,no,3434,no,yes,1,-1,yes,27-feb
42,unemployed,married,tertiary,no,576,no,no,1,-1,yes,27-feb
28,technician,single,secondary,no,1363,no,no,1,-1,yes,27-feb
39,blue-collar,single,primary,no,581,yes,no,1,270,yes,27-feb
42,services,married,secondary,no,1376,yes,no,4,-1,yes,02-mar
35,services,married,secondary,no,52,yes,no,4,-1,yes,02-mar
55,technician,married,secondary,no,0,yes,yes,1,-1,yes,02-mar
37,technician,married,tertiary,no,549,no,no,1,-1,yes,02-mar
29,management,single,tertiary,no,92,no,no,5,-1,yes,02-mar
49,management,married,tertiary,no,2881,no,no,3,-1,yes,02-mar
44,technician,single,secondary,no,250,no,no,2,-1,yes,02-mar
54,admin.,married,secondary,no,602,no,no,2,-1,yes,03-mar
28,management,single,tertiary,no,730,yes,no,1,-1,yes,03-mar
30,admin.,single,secondary,no,523,no,yes,1,-1,yes,03-mar
47,technician,married,secondary,no,293,no,no,1,-1,yes,03-mar
34,blue-collar,single,secondary,no,215,no,no,3,-1,yes,03-mar
37,unknown,single,tertiary,no,0,no,no,1,-1,yes,03-mar
25,self-employed,single,tertiary,no,42,yes,no,1,-1,yes,03-mar
29,technician,single,secondary,no,316,yes,no,1,-1,yes,03-mar
62,management,married,secondary,no,4562,yes,no,1,-1,yes,03-mar
58,management,divorced,secondary,no,10180,no,no,2,-1,yes,03-mar
46,management,married,tertiary,no,0,no,no,13,-1,yes,03-mar
56,retired,married,tertiary,no,281,no,no,2,-1,yes,03-mar
33,management,married,tertiary,no,250,no,no,6,-1,yes,04-mar
27,student,single,tertiary,no,0,no,no,3,-1,yes,05-mar
60,retired,married,secondary,no,404,no,no,2,196,yes,05-mar
32,management,single,tertiary,no,506,no,no,2,-1,yes,05-mar
83,retired,divorced,primary,no,1097,no,no,1,-1,yes,05-mar
35,self-employed,married,tertiary,no,3698,yes,no,1,-1,yes,05-mar
31,management,divorced,tertiary,no,883,yes,no,2,106,yes,05-mar
30,student,single,tertiary,no,2539,no,no,5,-1,yes,05-mar
29,technician,married,secondary,no,2326,no,no,1,-1,yes,06-mar
36,management,single,tertiary,no,811,no,no,1,-1,yes,06-mar
57,management,married,tertiary,no,256,no,no,1,-1,yes,06-mar
21,blue-collar,single,secondary,no,682,no,no,1,-1,yes,06-mar
44,management,single,tertiary,no,483,no,no,2,199,yes,06-mar
23,management,single,tertiary,no,1506,no,no,4,-1,yes,09-mar
34,management,single,tertiary,no,575,no,no,1,-1,yes,09-mar
32,self-employed,married,secondary,no,409,no,no,2,-1,yes,09-mar
37,unemployed,single,tertiary,no,1316,yes,no,2,112,yes,10-mar
35,management,single,tertiary,no,671,yes,no,1,-1,yes,10-mar
47,management,married,tertiary,no,2351,no,no,1,-1,yes,10-mar
61,management,married,tertiary,no,997,no,no,1,-1,yes,10-mar
30,management,single,tertiary,no,4808,no,no,1,-1,yes,10-mar
70,retired,married,secondary,no,6422,no,no,1,-1,yes,10-mar
52,management,married,tertiary,no,31,no,no,1,-1,yes,10-mar
28,management,single,secondary,no,171,no,no,1,-1,yes,10-mar
57,management,married,tertiary,no,2681,no,no,2,-1,yes,11-mar
24,admin.,single,tertiary,no,-61,no,no,4,-1,yes,11-mar
32,management,married,tertiary,no,8929,no,no,1,-1,yes,11-mar
65,housemaid,married,primary,no,715,no,no,1,-1,yes,11-mar
44,management,married,tertiary,no,1058,no,no,3,-1,yes,11-mar
32,entrepreneur,single,tertiary,no,-34,yes,no,1,-1,yes,11-mar
33,technician,single,tertiary,no,258,no,no,4,-1,yes,12-mar
53,services,divorced,secondary,no,0,no,no,2,-1,yes,12-mar
31,management,divorced,tertiary,no,71,no,no,1,-1,yes,12-mar
58,self-employed,married,tertiary,no,5810,no,no,1,-1,yes,12-mar
30,management,single,tertiary,no,3473,no,no,2,-1,yes,12-mar
47,blue-collar,married,secondary,no,238,yes,yes,1,-1,yes,13-mar
60,technician,married,secondary,no,1740,no,no,2,-1,yes,13-mar
36,entrepreneur,divorced,tertiary,no,3407,no,no,4,-1,yes,16-mar
37,services,single,secondary,no,1045,no,no,2,41,yes,17-mar
43,admin.,married,secondary,no,132,no,no,1,-1,yes,17-mar
37,admin.,single,tertiary,no,1000,yes,no,1,-1,yes,17-mar
31,management,single,tertiary,no,115,no,no,1,-1,yes,17-mar
31,technician,married,secondary,no,180,no,no,2,-1,yes,17-mar
30,management,single,tertiary,no,201,yes,no,2,-1,yes,17-mar
30,management,married,tertiary,no,8089,yes,no,2,294,yes,18-mar
32,admin.,single,tertiary,no,8866,no,no,2,-1,yes,18-mar
35,admin.,married,secondary,no,2,yes,no,1,-1,yes,18-mar
59,technician,married,secondary,no,259,no,no,1,-1,yes,18-mar
33,housemaid,single,tertiary,no,1107,yes,no,1,-1,yes,18-mar
37,management,single,tertiary,no,1730,no,no,1,-1,yes,19-mar
31,services,married,secondary,no,447,no,no,3,-1,yes,19-mar
26,management,single,tertiary,no,2786,no,no,1,-1,yes,23-mar
53,technician,married,secondary,no,10185,no,no,1,-1,yes,23-mar
34,unemployed,married,secondary,no,978,no,no,1,-1,yes,24-mar
46,management,divorced,tertiary,no,-130,yes,no,2,-1,yes,24-mar
76,retired,divorced,primary,no,3049,no,no,3,-1,yes,24-mar
46,management,married,tertiary,no,11385,no,no,3,-1,yes,24-mar
83,retired,divorced,primary,no,46,no,no,1,-1,yes,25-mar
23,student,single,secondary,no,4126,no,no,2,-1,yes,25-mar
34,management,single,tertiary,no,212,no,no,8,-1,yes,25-mar
24,student,single,secondary,no,1250,no,no,2,-1,yes,25-mar
41,management,divorced,tertiary,no,25,yes,yes,2,-1,yes,26-mar
28,admin.,single,secondary,no,1277,no,no,1,-1,yes,26-mar
34,technician,married,secondary,no,390,yes,no,2,231,yes,27-mar
77,retired,married,secondary,no,9601,no,no,1,-1,yes,27-mar
36,management,married,secondary,no,565,no,no,1,-1,yes,27-mar
58,management,married,tertiary,no,1384,yes,no,1,-1,yes,27-mar
46,admin.,married,secondary,no,-522,yes,no,3,239,yes,27-mar
59,retired,married,tertiary,no,9676,no,no,2,-1,yes,27-mar
19,student,single,primary,no,134,no,no,2,-1,yes,27-mar
23,management,single,tertiary,no,2143,no,no,2,-1,yes,30-mar
27,management,single,tertiary,no,831,no,no,2,-1,yes,30-mar
73,retired,divorced,primary,no,2308,no,no,2,-1,yes,30-mar
41,management,married,tertiary,no,1468,yes,no,3,-1,yes,31-mar
30,admin.,single,tertiary,no,311,no,no,2,-1,yes,31-mar
26,admin.,single,secondary,no,274,no,no,3,-1,yes,01-apr
38,blue-collar,single,tertiary,no,172,yes,no,1,-1,yes,01-apr
46,management,divorced,tertiary,no,507,yes,no,1,-1,yes,01-apr
27,technician,single,tertiary,no,393,no,no,2,-1,yes,01-apr
63,self-employed,married,tertiary,no,-39,no,no,2,-1,yes,01-apr
34,admin.,married,secondary,no,1474,no,no,2,-1,yes,02-apr
32,admin.,single,secondary,no,471,no,yes,3,-1,yes,02-apr
33,management,single,tertiary,no,3161,yes,no,3,-1,yes,02-apr
47,blue-collar,married,secondary,no,1612,yes,no,1,-1,yes,02-apr
48,admin.,divorced,secondary,no,4099,no,no,2,-1,yes,02-apr
58,unknown,married,unknown,no,68,no,no,1,-1,yes,02-apr
50,management,married,tertiary,no,414,yes,no,1,302,yes,03-apr
26,blue-collar,single,secondary,no,5005,no,yes,1,-1,yes,03-apr
39,blue-collar,married,secondary,no,1756,yes,no,1,-1,yes,03-apr
55,blue-collar,divorced,secondary,no,1613,yes,no,1,270,yes,03-apr
41,self-employed,married,secondary,no,3123,yes,no,2,135,yes,03-apr
54,entrepreneur,divorced,unknown,no,4736,yes,no,6,307,yes,06-apr
33,technician,single,tertiary,no,127,yes,no,2,222,yes,06-apr
42,management,single,tertiary,no,11891,no,no,1,-1,yes,06-apr
50,blue-collar,married,primary,no,4979,no,no,1,-1,yes,06-apr
40,management,married,secondary,no,754,no,yes,1,-1,yes,06-apr
37,admin.,married,secondary,no,1207,yes,no,2,138,yes,06-apr
44,blue-collar,single,secondary,no,712,yes,yes,3,-1,yes,06-apr
30,blue-collar,single,tertiary,no,297,no,no,4,-1,yes,07-apr
26,self-employed,single,secondary,no,3676,no,no,1,-1,yes,07-apr
47,unemployed,married,secondary,no,817,no,no,4,-1,yes,07-apr
46,blue-collar,single,tertiary,no,283,no,no,1,-1,yes,07-apr
25,admin.,single,secondary,no,82,no,yes,2,-1,yes,07-apr
56,technician,married,secondary,no,2847,no,no,1,-1,yes,08-apr
36,blue-collar,single,secondary,no,1822,yes,no,1,323,yes,08-apr
35,technician,single,secondary,no,16,yes,no,1,-1,yes,08-apr
54,unemployed,married,secondary,no,377,no,no,1,-1,yes,08-apr
48,management,married,secondary,no,4415,yes,no,3,141,yes,08-apr
32,technician,married,secondary,no,303,yes,no,1,267,yes,08-apr
60,admin.,divorced,secondary,no,12039,no,no,1,-1,yes,08-apr
67,retired,married,secondary,no,1443,no,no,1,-1,yes,08-apr
32,management,single,tertiary,no,1781,no,no,1,-1,yes,08-apr
26,admin.,married,secondary,no,3415,no,no,1,-1,yes,08-apr
33,management,single,tertiary,no,318,yes,no,1,141,yes,08-apr
21,student,single,primary,no,423,no,no,5,-1,yes,08-apr
30,technician,single,secondary,no,2544,no,no,2,-1,yes,08-apr
27,student,single,secondary,no,2614,no,no,2,-1,yes,08-apr
30,services,single,secondary,no,1268,yes,no,4,320,yes,08-apr
36,blue-collar,married,secondary,no,536,yes,no,3,-1,yes,08-apr
27,admin.,married,secondary,no,1293,yes,no,3,-1,yes,08-apr
29,management,single,tertiary,no,1377,no,no,2,-1,yes,08-apr
38,blue-collar,single,secondary,no,2580,yes,no,2,264,yes,08-apr
23,admin.,single,tertiary,no,314,no,yes,4,-1,yes,08-apr
38,technician,married,tertiary,no,206,no,no,2,-1,yes,08-apr
30,technician,single,secondary,no,3286,yes,no,1,-1,yes,09-apr
41,services,married,secondary,no,803,yes,no,4,316,yes,09-apr
33,technician,single,secondary,no,719,yes,no,2,316,yes,09-apr
35,admin.,married,secondary,no,898,yes,no,1,-1,yes,09-apr
29,admin.,married,tertiary,no,332,no,no,1,-1,yes,09-apr
68,retired,divorced,primary,no,695,no,no,1,-1,yes,09-apr
20,student,single,secondary,no,1819,no,no,3,-1,yes,09-apr
30,management,single,tertiary,no,2544,no,no,2,-1,yes,09-apr
32,blue-collar,married,secondary,no,759,yes,no,5,-1,yes,09-apr
28,management,divorced,tertiary,no,229,yes,no,2,315,yes,09-apr
45,blue-collar,married,secondary,no,96,yes,no,3,256,yes,13-apr
29,technician,single,secondary,no,110,yes,no,1,-1,yes,13-apr
31,blue-collar,married,secondary,no,1406,yes,yes,2,-1,yes,13-apr
39,services,divorced,secondary,no,0,yes,no,2,-1,yes,13-apr
42,blue-collar,married,primary,no,2103,yes,no,2,-1,yes,13-apr
35,management,single,tertiary,no,1599,yes,yes,1,-1,yes,13-apr
34,technician,single,tertiary,no,925,yes,no,1,-1,yes,13-apr
26,management,single,tertiary,no,-3,no,no,2,-1,yes,13-apr
29,services,divorced,secondary,no,84,yes,no,2,-1,yes,13-apr
44,self-employed,single,tertiary,no,1367,yes,no,3,146,yes,13-apr
34,management,married,tertiary,no,703,yes,no,1,-1,yes,14-apr
33,management,married,tertiary,no,0,yes,no,3,328,yes,14-apr
34,management,single,tertiary,no,2646,no,no,1,-1,yes,14-apr
33,admin.,single,secondary,no,572,yes,no,1,74,yes,14-apr
22,student,single,secondary,no,107,no,no,1,-1,yes,14-apr
32,technician,married,secondary,no,765,yes,yes,2,-1,yes,14-apr
36,services,single,secondary,no,-253,yes,no,1,-1,yes,14-apr
44,admin.,divorced,secondary,no,0,no,no,1,148,yes,14-apr
65,retired,married,secondary,no,2,no,no,1,-1,yes,14-apr
61,self-employed,divorced,tertiary,no,6,yes,no,2,-1,yes,14-apr
41,housemaid,married,primary,no,0,no,no,1,-1,yes,14-apr
24,management,married,unknown,no,448,no,no,1,-1,yes,14-apr
77,retired,divorced,tertiary,no,4659,no,no,1,-1,yes,14-apr
62,housemaid,married,tertiary,no,1528,no,no,1,-1,yes,14-apr
30,unemployed,married,tertiary,no,330,no,no,1,-1,yes,14-apr
29,admin.,single,secondary,no,731,no,no,3,-1,yes,14-apr
29,unemployed,single,secondary,no,25,no,no,2,-1,yes,14-apr
65,management,married,secondary,no,587,no,no,2,-1,yes,15-apr
43,services,married,primary,no,2557,yes,no,2,327,yes,15-apr
70,retired,divorced,primary,no,275,no,no,1,-1,yes,15-apr
32,services,married,secondary,no,1129,yes,no,2,341,yes,15-apr
46,technician,married,secondary,no,2149,yes,no,2,-1,yes,15-apr
33,admin.,married,secondary,no,855,no,no,1,-1,yes,15-apr
57,services,married,primary,no,491,yes,no,3,-1,yes,15-apr
62,blue-collar,married,secondary,no,180,no,no,2,-1,yes,15-apr
32,services,single,secondary,no,133,no,no,1,-1,yes,15-apr
39,blue-collar,single,secondary,no,649,yes,no,1,-1,yes,15-apr
76,housemaid,divorced,primary,no,1411,no,no,3,-1,yes,15-apr
36,admin.,single,secondary,no,11174,yes,no,1,-1,yes,15-apr
27,technician,single,secondary,no,439,yes,no,2,-1,yes,15-apr
38,management,single,tertiary,no,6158,yes,no,5,145,yes,15-apr
56,blue-collar,married,primary,no,3498,no,no,2,-1,yes,15-apr
51,unemployed,married,tertiary,no,1801,no,no,3,-1,yes,16-apr
39,management,married,tertiary,no,937,no,no,4,-1,yes,16-apr
35,management,divorced,tertiary,no,26,no,no,2,-1,yes,16-apr
32,blue-collar,married,secondary,yes,-53,yes,no,1,272,yes,16-apr
51,housemaid,married,unknown,no,2337,yes,no,2,266,yes,16-apr
37,technician,married,secondary,no,1762,no,no,2,-1,yes,16-apr
52,entrepreneur,single,tertiary,no,3469,yes,no,1,147,yes,16-apr
35,technician,married,secondary,no,545,yes,no,1,234,yes,16-apr
47,admin.,married,secondary,no,3480,no,no,1,-1,yes,16-apr
31,technician,married,secondary,no,183,no,no,1,-1,yes,16-apr
49,services,married,secondary,no,2416,yes,no,1,-1,yes,16-apr
30,management,single,tertiary,no,424,no,no,4,-1,yes,16-apr
35,blue-collar,single,secondary,no,0,yes,no,1,345,yes,16-apr
44,management,married,primary,no,294,no,no,3,-1,yes,16-apr
42,blue-collar,married,secondary,no,1598,yes,yes,2,-1,yes,16-apr
29,management,single,tertiary,no,268,no,no,1,-1,yes,16-apr
42,technician,divorced,secondary,no,214,no,no,1,-1,yes,16-apr
43,management,married,tertiary,no,240,yes,no,1,-1,yes,16-apr
36,technician,single,secondary,no,2511,yes,no,5,-1,yes,16-apr
36,technician,married,tertiary,no,4596,yes,no,2,-1,yes,16-apr
32,services,married,secondary,no,1273,yes,no,2,328,yes,16-apr
54,technician,married,secondary,no,3994,no,yes,2,-1,yes,16-apr
50,management,married,tertiary,no,469,no,no,1,-1,yes,16-apr
